
"Course & Section Code","Meeting & Section","Restrictions & Instructions","Day(s)","Start","End","Location","Instructor","Changes"
"IMCB05H3 F","LEC07","W,C,I","TU","12:30","14:30","Centennial Rm. 322","A.Wilkie",""
"IMCB05H3 F","LEC08","W,C,I","TU","13:30","15:30","Centennial Rm. 138","D.Tilley",""
"IMCB05H3 F","LEC09","W,C,I","TU","08:30","10:30","Centennial Rm. 320","A.Wilkie",""
"IMCB05H3 F","LEC10","W,C,I","WE","12:30","14:30","Centennial Rm. 412","",""
"IMCB05H3 F","PRA0001","","TU","13:30","15:30","Centennial Rm. 446","C.Preston",""
"IMCB05H3 F","PRA0002","","TU","08:30","10:30","Centennial Rm. 446","B.McMinniman",""
"IMCB05H3 F","PRA0003","","TU","10:30","12:30","Centennial Rm. 446","C.Preston",""
"IMCB05H3 F","PRA0004","","WE","10:30","12:30","Centennial Rm. 446","P.Yousefian",""
"IMCB05H3 F","PRA0005","","WE","08:30","10:30","Centennial Rm. 446","Z.Brahimaj",""
"IMCB05H3 F","PRA0006","","WE","13:30","15:30","Centennial Rm. 446","P.Yousefian",""
"IMCB05H3 F","PRA0007","","TH","08:30","10:30","Centennial Rm. 446","A.Wilkie",""
"IMCB05H3 F","PRA0008","","TH","13:30","15:30","Centennial Rm. 446","D.Tilley",""
"IMCB05H3 F","PRA0009","","TH","10:30","12:30","Centennial Rm. 446","A.Wilkie",""
"IMCB05H3 F","PRA0010","","FR","08:30","10:30","Centennial Rm. 446","",""
"IMCB05H3 S","LEC01","W,C,I","MO","12:30","14:30","Centennial Rm. 422","K.Miziniak",""
"IMCB05H3 S","LEC01","","FR","11:30","13:30","Centennial Rm. 446","",""
"IMCB05H3 S","LEC02","W,C,I","TU","15:30","17:30","Centennial Rm. 124","A.Wilkie",""
"IMCB05H3 S","LEC02","","FR","15:30","17:30","Centennial Rm. 446","",""
"IMCB05H3 S","LEC03","W,C,I","TU","15:30","17:30","Centennial Rm. 320","K.Miziniak",""
"IMCB05H3 S","LEC03","","FR","13:30","15:30","Centennial Rm. 446","",""
"IMCB05H3 S","LEC04","W,C,I","TU","15:30","17:30","Centennial Rm. 446","C.Preston",""
"IMCB05H3 S","LEC04","","FR","08:30","10:30","Centennial Rm. 330","",""
"IMCB05H3 S","LEC05","W,C,I","WE","11:30","13:30","Centennial Rm. 254","A.Wilkie",""
"IMCB05H3 S","LEC05","","FR","09:30","11:30","Centennial Rm. 446","",""
"IMCB05H3 S","LEC06","W,C,I","TU","12:30","14:30","Centennial Rm. 254","Faculty",""
"IMCB05H3 S","LEC06","","TH","17:30","19:30","Centennial Rm. 446","",""
"IMCB05H3 S","LEC07","W,C,I","TU","13:30","15:30","Centennial Rm. 138","B.McMinniman",""
"IMCB05H3 S","LEC07","","TH","13:30","15:30","Centennial Rm. 446","",""
"IMCB06H3 S","LEC01","W,C,I","TH","15:30","17:30","Centennial Rm. 203","Z.Brahimaj",""
"IMCB06H3 S","LEC01","","FR","17:30","18:30","Centennial Rm. 203","",""
"IMCB06H3 S","PRA0001","","WE","12:30","14:30","Centennial Rm. 454","A.Kobylski",""
"IMCB06H3 S","PRA0001","","FR","14:30","15:30","Centennial Rm. 454","",""
"IMCB06H3 S","PRA0002","","WE","08:30","10:30","Centennial Rm. 454","Z.Brahimaj",""
"IMCB06H3 S","PRA0002","","FR","11:30","12:30","Centennial Rm. 454","",""
"IMCB06H3 S","PRA0003","","TU","13:30","15:30","Centennial","Z.Brahimaj",""
"IMCB06H3 S","PRA0003","","FR","12:30","13:30","Centennial Rm. 454","",""
"IMCB06H3 S","PRA0004","","TU","15:30","17:30","Centennial Rm. 454","R.Law",""
"IMCB06H3 S","PRA0004","","FR","09:30","10:30","Centennial Rm. 454","",""
"IMCB06H3 S","PRA0005","","WE","10:30","12:30","Centennial Rm. 454","A.Kobylski",""
"IMCB06H3 S","PRA0005","","FR","08:30","09:30","Centennial Rm. 454","",""
"IMCB06H3 S","PRA0006","","TU","17:30","19:30","Centennial Rm. 454","",""
"IMCB06H3 S","PRA0006","","FR","10:30","11:30","Centennial Rm. 454","",""
"IMCB07H3 S","LEC01","W,C,I","TH","13:30","15:30","Centennial Rm. 203","S.Jankovic",""
"IMCB07H3 S","LEC02","W,C,I","TH","10:30","12:30","Centennial Rm. 403","P.Yousefian",""
"IMCB07H3 S","PRA0001","","MO","12:30","14:30","Centennial Rm. 440","S.Boloudakis",""
"IMCB07H3 S","PRA0002","","MO","08:30","10:30","Centennial Rm. 440","P.Yousefian",""
"IMCB07H3 S","PRA0003","","MO","10:30","12:30","Centennial Rm. 440","C.Zehr",""
"IMCB07H3 S","PRA0004","","MO","14:30","16:30","Centennial Rm. 420","",""
"IMCB07H3 S","PRA0005","","MO","16:30","18:30","Centennial Rm. 440","A.Khan",""
"IMCB07H3 S","PRA0006","","TU","08:30","10:30","Centennial Rm. 440","S.Boloudakis",""
"IMCB07H3 S","PRA0007","","TU","10:30","12:30","Centennial Rm. 440","C.Zehr",""
"IMCB07H3 S","PRA0008","","TU","17:30","19:30","Centennial Rm. 440","",""
"IMCB07H3 S","PRA0009","","MO","18:30","20:30","Centennial Rm. 440","",""
"IMCB08H3 S","LEC01","W,C,I","TH","11:30","13:30","Centennial Rm. 203","F.Mohammadi","MUST ENROLL IN  PRA0001-0005"
"IMCB08H3 S","LEC01","","FR","15:30","16:30","Centennial Rm. 203","",""
"IMCB08H3 S","LEC02","W,C,I","MO","12:30","13:30","Centennial Rm. 403","F.Mohammadi","MUST ENROLL IN  PRA0006-0008"
"IMCB08H3 S","LEC02","W","WE","10:30","12:30","Centennial Rm. 403","",""
"IMCB08H3 S","PRA0001","","TU","15:30","17:30","Centennial Rm. 440","F.Mohammadi",""
"IMCB08H3 S","PRA0002","","TU","13:30","15:30","Centennial Rm. 440","F.Mohammadi",""
"IMCB08H3 S","PRA0003","","WE","08:30","10:30","Centennial Rm. 440","F.Mohammadi",""
"IMCB08H3 S","PRA0004","","WE","10:30","12:30","Centennial Rm. 440","A.Khan",""
"IMCB08H3 S","PRA0005","","WE","12:30","14:30","Centennial Rm. 440","A.Khan",""
"IMCB08H3 S","PRA0006","","WE","14:30","16:30","Centennial Rm. 440","F.Mohammadi",""
"IMCB08H3 S","PRA0007","","WE","16:30","18:30","Centennial Rm. 440","A.Khan",""
"IMCB08H3 S","PRA0008","","WE","18:30","20:30","Centennial Rm. 440","",""
"IMCC01H3 S","LEC01","W,C,I","MO","08:30","11:30","Centennial Rm. 446","K.Miziniak",""
"IMCC01H3 S","LEC01","","WE","08:30","10:30","Centennial Rm. 446","",""
"IMCC01H3 S","LEC02","W,C,I","MO","11:30","14:30","Centennial Rm. 446","P.Yousefian",""
"IMCC01H3 S","LEC02","","WE","10:30","12:30","Centennial Rm. 446","",""
"IMCC01H3 S","LEC03","W,C,I","MO","14:30","16:30","Centennial Rm. 446","M.Tomaszewski",""
"IMCC01H3 S","LEC03","W","WE","12:30","15:30","Centennial Rm. 446","",""
"IMCC01H3 S","LEC04","W,C,I","MO","16:30","19:30","Centennial Rm. 446","",""
"IMCC01H3 S","LEC04","","WE","17:30","19:30","Centennial Rm. 446","",""
"IMCC01H3 S","LEC05","W,C,I","TU","08:30","11:30","Centennial Rm. 446","M.Tomaszewski",""
"IMCC01H3 S","LEC05","","TH","08:30","10:30","Centennial Rm. 446","",""
"IMCC01H3 S","LEC06","W,C,I","TU","11:30","14:30","Centennial Rm. 446","R.Law",""
"IMCC01H3 S","LEC06","","TH","10:30","12:30","Centennial Rm. 446","",""
"IMCC02H3 F","LEC01","W,C,I","MO","10:30","12:30","Centennial Rm. 203","N.Nadarajah","Must enrol in PRA0001 to PRA0005"
"IMCC02H3 F","LEC01","","FR","15:30","16:30","Centennial Rm. 203","",""
"IMCC02H3 F","LEC02","W,C,I","MO","16:30","18:30","Centennial Rm. 405","N.Nadarajah","Must enrol PRA0006 to PRA0008"
"IMCC02H3 F","LEC02","","WE","17:30","18:30","Centennial Rm. 403","",""
"IMCC02H3 F","PRA0001","","TU","13:30","15:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC02H3 F","PRA0002","","TU","08:30","10:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC02H3 F","PRA0003","","TU","10:30","12:30","Centennial Rm. 456","D.Tilley",""
"IMCC02H3 F","PRA0004","","WE","08:30","10:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC02H3 F","PRA0005","","WE","10:30","12:30","Centennial Rm. 456","D.Tilley",""
"IMCC02H3 F","PRA0006","","TU","15:30","17:30","Centennial Rm. 456","D.Tilley",""
"IMCC02H3 F","PRA0007","","WE","13:30","15:30","Centennial Rm. 456","D.Tilley",""
"IMCC02H3 F","PRA0008","","WE","15:30","17:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC03H3 F","LEC01","W,C,I","TU","15:30","17:30","Centennial Rm. 203","F.Mohammadi","Must enrol in PRA0001 to PRA0005"
"IMCC03H3 F","LEC02","W,C,I","MO","08:30","10:30","Centennial Rm. 405","","Must enrol in PRA0006 to PRA0008"
"IMCC03H3 F","PRA0001","","FR","12:30","14:30","Centennial Rm. 436","",""
"IMCC03H3 F","PRA0002","","FR","08:30","10:30","Centennial Rm. 436","F.Mohammadi",""
"IMCC03H3 F","PRA0003","","TH","13:30","15:30","Centennial Rm. 436","",""
"IMCC03H3 F","PRA0004","","TH","17:30","19:30","Centennial Rm. 436","A.Khan",""
"IMCC03H3 F","PRA0005","","TH","15:30","17:30","Centennial Rm. 436","",""
"IMCC03H3 F","PRA0006","","FR","16:30","18:30","Centennial Rm. 436","",""
"IMCC03H3 F","PRA0007","","FR","10:30","12:30","Centennial Rm. 436","F.Mohammadi",""
"IMCC03H3 F","PRA0008","","FR","14:30","16:30","Centennial Rm. 436","F.Mohammadi",""
"IMCC04H3 S","LEC01","W,C,I","WE","15:30","17:30","Centennial Rm. 203","N.Nadarajah",""
"IMCC04H3 S","LEC02","W,C,I","FR","12:30","14:30","Centennial Rm. 403","N.Nadarajah",""
"IMCC04H3 S","PRA0001","","TU","15:30","17:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC04H3 S","PRA0002","","TU","08:30","10:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC04H3 S","PRA0003","","MO","16:30","18:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC04H3 S","PRA0004","","TU","10:30","12:30","Centennial Rm. 456","N.Nadarajah",""
"IMCC04H3 S","PRA0005","","WE","12:30","14:30","Centennial Rm. 456","",""
"IMCC04H3 S","PRA0006","","TU","13:30","15:30","Centennial Rm. 456","",""
"IMCC04H3 S","PRA0007","","MO","18:30","20:30","Centennial Rm. 456","",""
"ISTD01H3 F","LEC01","W,C","","","","Readings","Faculty",""
"ISTD01H3 S","LEC01","W,C","","","","Readings","Faculty",""
"JOUA01H3 F","LEC01","W","WE","13:00","15:00","MW 120","J.Dvorkin",""
"JOUA02H3 S","LEC01","W","WE","11:00","13:00","BV 264","J.Dvorkin",""
"JOUA06H3 F","LEC01","W,C,I","TU","14:30","16:30","Centennial CCC 203","T.Fairhurst",""
"JOUB01H3 S","LEC01","W","TH","11:00","13:00","MW 120","P.Saeedi",""
"JOUB02H3 F","LEC01","W","TH","11:00","13:00","AA 208","L.Khoo","Instructor Changed: Sep. 20/12"
"JOUB03H3 S","LEC01","W,C,I","WE","08:30","11:30","Centennial CCC 209","P.Carter",""
"JOUB05H3 S","LEC01","W,C,I","TU","15:30","16:30","Centennial CCC 245","L.Oughtred",""
"JOUB05H3 S","LEC01","","TH","16:30","18:30","Centennial CCC 201","",""
"JOUB10H3 S","LEC01","W,C,I","MO","11:30","12:30","Centennial CCC 201","S.Cogan/L.Oughtred","EAST YORK  OBSERVER Changed 12/18/12"
"JOUB10H3 S","LEC01","","TU","13:30","14:30","Centennial CCC 201","",""
"JOUB10H3 S","LEC01","","WE","11:30","12:30","Centennial CCC 201","",""
"JOUB10H3 S","LEC01","","TH","12:30","16:30","Centennial CCC 149","",""
"JOUB10H3 S","LEC01","","FR","11:30","12:30","Centennial CCC 201","",""
"JOUB10H3 S","LEC02","W,C,I","TU","13:30","15:30","Centennial CCC 245","E.McMillan","SCAR OBSERVER Changed 12/18/12"
"JOUB10H3 S","LEC02","","WE","13:30","17:30","Centennial CCC 149","P.Alves",""
"JOUB10H3 S","LEC02","","TH","12:30","14:30","Centennial CCC 106","",""
"JOUB11H3 F","LEC01","W,C,I","MO","10:30","12:30","Centennial CCC 145","E.Bessner",""
"JOUB11H3 F","LEC01","","WE","10:30","12:30","Centennial CCC 249","T.Barris",""
"JOUB11H3 F","LEC01","","TH","08:30","10:30","Centennial CCC 249","T.Barris",""
"JOUB14H3 F","LEC01","W,C,I","TU","09:30","11:30","Centennial CCC 226","A.Mair",""
"JOUB14H3 F","LEC01","","TH","11:30","12:30","Centennial CCC 211","L.Oughtred",""
"JOUB17H3 S","LEC01","W,C,I","FR","12:30","15:30","Centennial CCC 225","E.Bessner",""
"JOUB17H3 S","LEC02","W,C,I","TH","08:30","11:30","Centennial CCC 215","E.Bessner",""
"JOUB18H3 F","LEC01","W,C,I","MO","14:30","17:30","Centennial CCC 145","J.Marranca",""
"JOUB18H3 F","LEC01","","WE","08:30","10:30","Centennial CCC 106","N.Ward",""
"JOUB18H3 F","LEC01","","TH","14:30","16:30","Centennial CCC 106","N.Ward",""
"JOUB20H3 S","LEC01","W,C,I","TU","08:30","12:30","Centennial CCC 211","B.Gray",""
"JOUB24H3 S","LEC01","W","MO","12:00","14:00","AA 206","J.Dvorkin",""
"JOUB39H3 F","LEC01","W","MO","11:00","13:00","BV 355","J.Dvorkin",""
"JOUC13H3 F","LEC01","W,C,I","MO","08:30","11:30","Centennial CCC 215","P.Grossinger",""
"JOUC13H3 F","LEC01","","WE","16:30","19:30","Centennial CCC 215","",""
"JOUC16Y3 F","LEC01","W,C,I","MO","12:30","13:30","Centennial CCC 201","S.Cogan","East York Observer"
"JOUC16Y3 F","LEC01","","TU","12:30","13:30","Centennial CCC 201","",""
"JOUC16Y3 F","LEC01","","WE","15:30","16:30","Centennial CCC 203","",""
"JOUC16Y3 F","LEC01","","TH","12:30","16:30","Centennial CCC 245","",""
"JOUC16Y3 F","LEC02","W,C,I","MO","13:30","15:30","Centennial CCC 215","E.McMillan/P.Alves","Scarborough Observer."
"JOUC16Y3 F","LEC02","","TU","10:30","12:30","Centennial CCC 145","",""
"JOUC16Y3 F","LEC02","","TH","12:30","16:30","Centennial CCC 149","",""
"JOUC17H3 F","LEC01","W,C,I","TU","13:30","16:30","Centennial CCC 149/215","E.Bessner",""
"JOUC17H3 F","LEC02","W,C,I","FR","08:30","11:30","Centennial CCC 228/149","",""
"LGGA60H3 F","LEC01","W,C","TU","11:00","13:00","HW 402","H.Wu",""
"LGGA60H3 F","LEC01","","TH","11:00","12:00","HW 402","",""
"LGGA61H3 S","LEC01","W,C","TU","11:00","13:00","HW 402","H.Wu",""
"LGGA61H3 S","LEC01","","TH","11:00","12:00","HW 402","",""
"LGGA70H3 F","LEC01","W,C","MO","11:00","13:00","HW 408","H.Deep",""
"LGGA70H3 F","LEC01","","WE","11:00","13:00","HW 408","",""
"LGGA71H3 S","LEC01","W,C","MO","11:00","13:00","AA 208","H.Deep",""
"LGGA71H3 S","LEC01","","WE","11:00","13:00","AA 208","",""
"LGGA80H3 F","LEC30","W,C","TU","18:00","20:00","HW 402","M.Kondo",""
"LGGA80H3 F","LEC30","","TH","18:00","20:00","HW 402","",""
"LGGA80H3 F","LEC31","W,C","TU","18:00","20:00","HW 408","E.Spigel",""
"LGGA80H3 F","LEC31","","TH","18:00","20:00","HW 408","",""
"LGGA81H3 S","LEC30","W,C","TU","18:00","20:00","HW 308","M.Kondo",""
"LGGA81H3 S","LEC30","","TH","18:00","20:00","HW 308","",""
"LGGB60H3 F","LEC01","W,C","TU","13:00","14:00","HW 402","H.Wu",""
"LGGB60H3 F","LEC01","","TH","12:00","14:00","HW 402","",""
"LGGB61H3 S","LEC01","W,C","TU","13:00","14:00","HW 402","H.Wu",""
"LGGB61H3 S","LEC01","","TH","12:00","14:00","HW 402","",""
"LGGC60H3 F","LEC01","W,C","TU","15:00","16:00","AA 205","H.Wu",""
"LGGC60H3 F","LEC01","","TH","15:00","17:00","AA 205","",""
"LGGC61H3 S","LEC01","W,C","TU","16:00","17:00","AA 209","H.Wu",""
"LGGC61H3 S","LEC01","","TH","15:00","17:00","AA 205","",""
"LGGC64H3 S","LEC30","W,C","TU","18:00","20:00","AA 208","H.Wu",""
"LINA01H3 F","LEC30","W","TH","17:00","19:00","AA 112","C.Narayan",""
"LINA01H3 F","LEC60","W,I","","","","Online Lec","C.Narayan",""
"LINA01H3 F","TUT3001","","MO","09:00","10:00","HW 214","",""
"LINA01H3 F","TUT3002","","MO","10:00","11:00","HW 214","",""
"LINA01H3 F","TUT3003","","MO","11:00","12:00","IC 326","",""
"LINA01H3 F","TUT3004","","MO","13:00","14:00","MW 264","",""
"LINA01H3 F","TUT3005","","TU","17:00","18:00","HW 308","",""
"LINA01H3 F","TUT3006","","TU","18:00","19:00","HW 308","",""
"LINA01H3 F","TUT3007","","TU","19:00","20:00","HW 308","",""
"LINA01H3 F","TUT3008","","TU","20:00","21:00","HW 308","",""
"LINA01H3 F","TUT3009","","TH","12:00","13:00","SY 110","",""
"LINA01H3 F","TUT3010","","TH","14:00","15:00","PO 101","",""
"LINA01H3 F","TUT3011","","TH","15:00","16:00","PO 101","",""
"LINA01H3 F","TUT3012","","TH","16:00","17:00","PO 101","",""
"LINA01H3 F","TUT3013","","WE","09:00","10:00","AA 206","","Added 07/27/2012"
"LINA01H3 F","TUT3014","","WE","10:00","11:00","AA 206","","Added 07/27/2012"
"LINA01H3 F","TUT3015","","WE","12:00","13:00","AA 209","","Added 07/27/2012"
"LINA01H3 F","TUT3016","","TU","16:00","17:00","AA 206","","Added 08/13/2012"
"LINA01H3 F","TUT3017","","TU","17:00","18:00","AA 205","","Added 08/13/2012"
"LINA02H3 S","LEC01","W","TH","14:00","16:00","SW 319","C.Narayan",""
"LINA02H3 S","TUT0001","","MO","09:00","10:00","BV 264","","Added 07/27/2012"
"LINA02H3 S","TUT0002","","MO","10:00","11:00","BV 264","","Added 07/27/2012"
"LINA02H3 S","TUT0003","","MO","12:00","13:00","HW 408","",""
"LINA02H3 S","TUT0004","","MO","13:00","14:00","HW 408","",""
"LINA02H3 S","TUT0005","","WE","09:00","10:00","MW 262","",""
"LINA02H3 S","TUT0006","","WE","10:00","11:00","MW 262","",""
"LINA10H3 S","LEC01","W,C","WE","13:00","16:00","BV 363","A.Small/M.Pizzacalla","Classroom changed. 12/18/12; Instructor Added: Jan 8/13"
"LINB04H3 S","LEC01","W","TU","11:00","12:00","MW 140","Y.Kang",""
"LINB04H3 S","LEC01","","TH","11:00","13:00","BV 260","",""
"LINB06H3 F","LEC01","W","TU","11:00","14:00","MW 140","J.Ndayiragije",""
"LINB09H3 F","LEC01","W","TU","10:00","11:00","SW 128","Y.Kang","Room Changed 09/12/12"
"LINB09H3 F","LEC01","","TH","10:00","12:00","BV 264","",""
"LINB13H3 F","LEC01","W","","","","","","July 25: Cancelled"
"LINC02H3 F","LEC01","W","TU","14:00","15:00","HW 308","Y.Kang",""
"LINC02H3 F","LEC01","","TH","14:00","16:00","MW 262","","Room Changed 09/06/2012"
"LINC05H3 S","LEC01","W","MO","11:00","13:00","BV 264","C.Narayan",""
"LINC06H3 S","LEC01","W","","","","","","Cancelled 08/21/2012"
"LINC11H3 F","LEC01","W","TU","15:00","17:00","HW 308","J.Ndayiragije",""
"LINC12H3 F","LEC01","W","","","","","","Moved to Winter term 08/21/12"
"LINC12H3 S","LEC01","W","WE","11:00","13:00","HW 214","K.McCrindle","Added 08/21/12; Room Changed: Jan. 9/13"
"LINC47H3 F","LEC01","W","WE","13:00","15:00","MW 170","K.McCrindle","Room changed. 09/14/12"
"LIND01H3 F","LEC01","W,C","","","","Ind. Studies","Faculty",""
"LIND01H3 S","LEC01","W,C","","","","Ind. Studies","Faculty",""
"LIND02H3 F","LEC01","W,C","","","","Ind. Studies","Faculty",""
"LIND02H3 S","LEC01","W,C","","","","Ind. Studies","Faculty",""
"LIND03H3 F","LEC01","W,C","","","","Ind. Studies","Faculty",""
"LIND03H3 S","LEC01","W,C","","","","Ind. Studies","Faculty",""
"LIND46H3 S","LEC01","W","MO","15:00","17:00","MW 120","J.Ndayiragije","Day changed. 10/12/12"
"MATA23H3 S","LEC01","W,I","TU","13:00","14:00","IC 130","X.Jiang",""
"MATA23H3 S","LEC01","","TH","12:00","14:00","IC 130","",""
"MATA23H3 S","LEC02","W,I","TU","08:00","10:00","IC 130","X.Jiang",""
"MATA23H3 S","LEC02","","TH","09:00","10:00","IC 130","",""
"MATA23H3 S","TUT0001","","TU","09:00","11:00","MW 223","",""
"MATA23H3 S","TUT0002","","TU","09:00","11:00","MW 262","",""
"MATA23H3 S","TUT0003","","TU","15:00","17:00","AC 332","",""
"MATA23H3 S","TUT0004","","WE","09:00","11:00","PO 101","","Classroom changed. 12/06/12"
"MATA23H3 S","TUT0005","","WE","09:00","11:00","IC 200","","Room changed 12/05/12"
"MATA23H3 S","TUT0006","","WE","12:00","14:00","IC 328","",""
"MATA23H3 S","TUT0007","","TH","15:00","17:00","HW 408","","Classroom changed. 01/08/13"
"MATA23H3 S","TUT0008","","TH","17:00","19:00","IC 204","","Room Changed: Oct 19/12"
"MATA23H3 S","TUT0009","","TH","19:00","21:00","IC 200","","Room Changed: Oct 19/12"
"MATA23H3 S","TUT0010","","FR","09:00","11:00","BV 355","","Room Changed: Oct 19/12"
"MATA23H3 S","TUT0011","","FR","11:00","13:00","IC 320","",""
"MATA23H3 S","TUT0012","","FR","11:00","13:00","IC 326","",""
"MATA23H3 S","TUT0013","","FR","13:00","15:00","IC 326","",""
"MATA23H3 S","TUT0014","","FR","13:00","15:00","AC 334","","Room Changed: Oct 19/12"
"MATA23H3 S","TUT0015","","TH","15:00","17:00","MW 160","","Classroom changed. 12/12/12"
"MATA23H3 S","TUT0016","","MO","10:00","12:00","IC 328","",""
"MATA23H3 S","TUT0017","","MO","12:00","14:00","AC 332","",""
"MATA23H3 S","TUT0018","","MO","13:00","15:00","IC 200","","Classroom changed 12/10/12"
"MATA23H3 S","TUT0019","","MO","10:00","12:00","AC 332","",""
"MATA23H3 S","TUT0020","","","","","","","Cancelled. 01/09/13"
"MATA30H3 F","LEC01","W,I","TU","08:00","10:00","IC 130","S.Chrysostomou",""
"MATA30H3 F","LEC01","","TH","08:00","09:00","IC 130","",""
"MATA30H3 F","LEC30","W,I","TU","17:00","18:00","SY 110","S.Chrysostomou",""
"MATA30H3 F","LEC30","","TH","17:00","19:00","SY 110","",""
"MATA30H3 F","TUT0001","","MO","09:00","11:00","IC 120","",""
"MATA30H3 F","TUT0002","","MO","15:00","17:00","IC 120","","Room Changed 07/20/2012"
"MATA30H3 F","TUT0003","","MO","13:00","15:00","PO 101","",""
"MATA30H3 F","TUT0004","","MO","13:00","15:00","AA 208","","Room Changed 07/24/2012"
"MATA30H3 F","TUT0005","","TU","12:00","14:00","IC 320","",""
"MATA30H3 F","TUT0006","","TU","15:00","17:00","IC 320","",""
"MATA30H3 F","TUT0007","","TU","13:00","15:00","IC 120","",""
"MATA30H3 F","TUT0008","","WE","09:00","11:00","MW 262","",""
"MATA30H3 F","TUT0009","","WE","15:00","17:00","PO 101","",""
"MATA30H3 F","TUT0010","","","","","","","Cancelled. 09/24/12"
"MATA30H3 F","TUT0011","","TH","09:00","11:00","PO 101","",""
"MATA30H3 F","TUT0012","","FR","11:00","13:00","BV 260","","Day and Room Changed 07/13/2012"
"MATA30H3 F","TUT0013","","TH","12:00","14:00","IC 326","",""
"MATA30H3 F","TUT0015","","TH","19:00","21:00","IC 326","",""
"MATA30H3 F","TUT0016","","FR","09:00","11:00","IC 320","",""
"MATA30H3 F","TUT0017","","FR","11:00","13:00","AA 209","",""
"MATA30H3 F","TUT0018","","FR","13:00","15:00","IC 320","","Added. 07/17/12"
"MATA30H3 F","TUT0019","","MO","15:00","17:00","","","Cancelled. 09/18/12"
"MATA30H3 F","TUT0020","","","","","","","Cancelled. 09/04/12"
"MATA30H3 F","TUT0021","","","","","","","Cancelled. 09/04/12"
"MATA30H3 S","LEC01","W,I","WE","08:00","09:00","SW 319","N.Cheredeko",""
"MATA30H3 S","LEC01","","FR","08:00","10:00","SW 319","",""
"MATA30H3 S","TUT0001","","MO","09:00","11:00","IC 120","",""
"MATA30H3 S","TUT0002","","MO","15:00","17:00","HW 402","",""
"MATA30H3 S","TUT0003","","","","","","","Cancelled: Oct 18/12"
"MATA30H3 S","TUT0004","","TH","11:00","13:00","IC 320","","Classroom changed 01/08/13; Room Changed 01/18/13"
"MATA30H3 S","TUT0005","","FR","11:00","13:00","IC 120","",""
"MATA30H3 S","TUT0006","","FR","13:00","15:00","IC 120","",""
"MATA30H3 Y","LEC01","W,I","FR","08:00","10:00","AA 112","N.Cheredeko/K.Smith",""
"MATA30H3 Y","TUT0001","","MO","19:00","20:30","IC 120","",""
"MATA30H3 Y","TUT0002","","WE","19:00","20:30","IC 328","",""
"MATA30H3 Y","TUT0003","","TU","12:00","13:30","AC 332","",""
"MATA30H3 Y","TUT0004","","WE","09:30","11:00","IC 320","",""
"MATA30H3 Y","TUT0005","","MO","19:00","20:30","IC 208","","Room Changed 08/07/2012"
"MATA30H3 Y","TUT0006","","TH","09:30","11:00","IC 326","","Classroom changed 01/08/13"
"MATA30H3 Y","TUT0007","","TH","11:00","12:30","IC 328","","Classroom changed 01/08/12; Room Changed 01/18/13"
"MATA30H3 Y","TUT0008","","TH","15:00","16:30","IC 328","","Classroom changed. 01/08/13"
"MATA31H3 F","LEC30","W,I","TU","17:00","18:00","IC 130","L.Goldmakher",""
"MATA31H3 F","LEC30","","TH","17:00","19:00","IC 130","",""
"MATA31H3 F","TUT3001","","MO","09:00","11:00","HW 402","",""
"MATA31H3 F","TUT3002","","TU","15:00","17:00","IC 120","","Room Changed 09/07/2012"
"MATA31H3 F","TUT3003","","WE","12:00","14:00","IC 230","",""
"MATA31H3 F","TUT3004","","FR","13:00","15:00","IC 200","",""
"MATA31H3 F","TUT3005","","FR","11:00","13:00","BV 355","",""
"MATA31H3 F","TUT3006","","WE","15:00","17:00","IC 320","",""
"MATA31H3 F","TUT3007","","TH","09:00","11:00","HW 402","",""
"MATA31H3 F","TUT3008","","MO","09:00","11:00","MW 223","","Added 07/20/2012"
"MATA31H3 F","TUT3009","","FR","13:00","15:00","IC 326","","Added 07/20/2012"
"MATA31H3 F","TUT3010","","TH","09:00","11:00","SW 128","","Added 08/10/12"
"MATA31H3 F","TUT3011","","FR","11:00","13:00","AC 334","","Added 08/10/12"
"MATA31H3 S","LEC01","W,I","WE","08:00","09:00","IC 220","Z.Shahbazi",""
"MATA31H3 S","LEC01","","FR","08:00","10:00","MW 170","","Room changed 01/09/13"
"MATA31H3 S","TUT0001","","MO","09:00","11:00","AC 334","",""
"MATA31H3 S","TUT0002","","","","","","","Cancelled. 12/20/12"
"MATA31H3 S","TUT0003","","WE","15:00","17:00","AC 334","",""
"MATA31H3 S","TUT0004","","FR","11:00","13:00","BV 260","",""
"MATA32H3 F","LEC01","W,I","TU","13:00","14:00","IC 130","R.Grinnell",""
"MATA32H3 F","LEC01","","TH","13:00","15:00","IC 130","",""
"MATA32H3 F","LEC02","W,I","WE","13:00","14:00","IC 130","R.Grinnell",""
"MATA32H3 F","LEC02","","FR","13:00","15:00","IC 130","",""
"MATA32H3 F","LEC30","W,I","MO","19:00","21:00","HW 216","B.Pike",""
"MATA32H3 F","LEC30","","WE","19:00","20:00","HW 216","",""
